DataID|TITEL|I_DOCTYPE|NAME
76098818|BTM Wareneingang                        |Lieferschein    |Alloga AG (Indivior Schweiz)            
76098823|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76099116|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76099168|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76099193|BTM Wareneingang                        |Lieferschein    |Alloga AG (Indivior Schweiz)            
76099202|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76099443|BTM Wareneingang                        |Lieferschein    |Alloga AG (Roche RX)                    
76099452|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76099475|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76099486|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76099770|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76099784|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76100229|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76100236|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76100254|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76100313|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76100329|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76100845|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76100865|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76100899|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76096180|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda Pharmaceutica)          
76096198|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda)                        
76096330|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76096346|BTM Wareneingang                        |Lieferschein    |Grünenthal Pharma AG                    
76096382|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda Pharmaceutica)          
76096448|BTM Wareneingang                        |Lieferschein    |Grünenthal Pharma AG                    
76096516|BTM Wareneingang                        |Lieferschein    |Spirig HealthCare AG                    
76096949|BTM Wareneingang                        |Lieferschein    |Grünenthal Pharma AG                    
76096980|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda)                        
76097014|BTM Wareneingang                        |Lieferschein    |Spirig HealthCare AG                    
76097149|BTM Wareneingang                        |Lieferschein    |Grünenthal Pharma AG                    
76097181|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda Pharmaceutica)          
76097968|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda)                        
76097969|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda)                        
76098036|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76098051|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76098052|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76098219|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76098267|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76098268|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76098269|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76098470|BTM Wareneingang                        |Lieferschein    |Vifor Consumer Health SA                
76098719|BTM Wareneingang                        |Lieferschein    |Bayer Schweiz AG                        
76098752|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76098838|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76098852|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76098870|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76099123|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76099138|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76099139|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76099155|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76099420|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76099424|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76099473|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76099488|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76096325|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76096511|BTM Wareneingang                        |Lieferschein    |Bayer Schweiz AG                        
76096961|BTM Wareneingang                        |Lieferschein    |Fresenius Kabi (Schweiz) AG             
76096986|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda)                        
76097011|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76097161|BTM Wareneingang                        |Lieferschein    |Zambon Svizzera SA                      
76098038|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76098431|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76098447|BTM Wareneingang                        |Lieferschein    |Alloga AG (Roche RX)                    
76098449|BTM Wareneingang                        |Lieferschein    |Alloga AG (Roche RX)                    
76098474|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76098826|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76098831|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76098856|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76098876|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76098883|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76099133|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76099151|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76099433|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76099442|BTM Wareneingang                        |Lieferschein    |Alloga AG (Roche RX)                    
76099476|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76099719|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76099744|BTM Wareneingang                        |Lieferschein    |Alloga AG (Roche RX)                    
76100237|BTM Wareneingang                        |Lieferschein    |Bayer Schweiz AG                        
76100246|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76100278|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76100280|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76100873|BTM Wareneingang                        |Lieferschein    |Vifor SA                                
76100882|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76100898|BTM Wareneingang                        |Lieferschein    |Galexis SA DZL                          
76100937|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76101391|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76101398|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76101414|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101439|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76096374|BTM Wareneingang                        |Lieferschein    |Grünenthal Pharma AG                    
76096405|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda)                        
76096407|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda)                        
76096422|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76096440|BTM Wareneingang                        |Lieferschein    |Grünenthal Pharma AG                    
76096456|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda Pharmaceutica)          
76096939|BTM Wareneingang                        |Lieferschein    |Grünenthal Pharma AG                    
76096941|BTM Wareneingang                        |Lieferschein    |Grünenthal Pharma AG                    
76097025|BTM Wareneingang                        |Lieferschein    |Alloga AG (Indivior Schweiz)            
76097157|BTM Wareneingang                        |Lieferschein    |Grünenthal Pharma AG                    
76097189|BTM Wareneingang                        |Lieferschein    |Grosse Apotheke                         
76097240|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76098042|BTM Wareneingang                        |Lieferschein    |Spirig HealthCare AG                    
76098211|BTM Wareneingang                        |Lieferschein    |Alloga AG (Indivior Schweiz)            
76098226|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76098229|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76098278|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76098410|BTM Wareneingang                        |Lieferschein    |Spirig HealthCare AG                    
76098727|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76098729|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76098744|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76098746|BTM Wareneingang                        |Lieferschein    |Vifor Consumer Health SA                
76098762|BTM Wareneingang                        |Lieferschein    |Alloga AG (Roche RX)                    
76098780|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76098794|BTM Wareneingang                        |Lieferschein    |Bayer Schweiz AG                        
76098812|BTM Wareneingang                        |Lieferschein    |Spirig HealthCare AG                    
76098864|BTM Wareneingang                        |Lieferschein    |Alloga AG (Roche RX)                    
76098894|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76098895|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76098897|BTM Wareneingang                        |Lieferschein    |Dr. Heinz Welti AG                      
76099111|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76099129|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76099148|BTM Wareneingang                        |Lieferschein    |Alloga AG (Roche RX)                    
76099164|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76099179|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76099756|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76099775|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76099788|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76099790|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76099806|BTM Wareneingang                        |Lieferschein    |Amino AG                                
76099807|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76100241|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76100324|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76101412|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101427|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76101446|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76101527|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101528|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101695|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76101696|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76101727|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76101744|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76101746|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76101762|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101778|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76101894|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76101896|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76101930|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76102046|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102061|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76102081|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102298|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102313|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102331|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102346|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76102364|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102379|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102380|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102395|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102696|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76100940|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76101390|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76101422|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76101474|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76101490|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76101499|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76101531|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76101556|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76101572|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101699|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76101758|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101783|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76101890|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76101949|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76101967|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76101974|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76102017|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76102026|BTM Wareneingang                        |Lieferschein    |Bristol-Myers Squibb SA                 
76102074|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102308|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG Vet.                  
76102310|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102344|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76102351|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76102367|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102378|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102383|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102385|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102619|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102667|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102944|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102978|BTM Wareneingang                        |Lieferschein    |Spirig HealthCare AG                    
76102985|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76102994|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda)                        
76103369|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76103380|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76099413|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76099464|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76099481|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76099747|BTM Wareneingang                        |Lieferschein    |Alloga AG (Roche RX)                    
76099783|BTM Wareneingang                        |Lieferschein    |Alloga AG (UCB)                         
76100231|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76100251|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76100299|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76100301|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76100317|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76100903|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76100934|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76101371|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76101403|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76101435|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76101486|BTM Wareneingang                        |Lieferschein    |Alloga AG (Indivior Schweiz)            
76101488|BTM Wareneingang                        |Lieferschein    |Vifor SA                                
76101502|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76101521|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101538|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76101703|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76101987|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76101989|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76102004|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76102006|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76102073|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102303|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76102306|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76102338|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76102354|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76102356|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76102387|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102388|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102689|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102922|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101441|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76101464|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101514|BTM Wareneingang                        |Lieferschein    |Galexis SA DZL                          
76101525|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101539|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76101555|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76101716|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101748|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76101757|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101759|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101766|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76101984|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76102000|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76102002|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76102025|BTM Wareneingang                        |Lieferschein    |Bristol-Myers Squibb SA                 
76102075|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102082|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102084|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102316|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102327|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102620|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102927|BTM Wareneingang                        |Lieferschein    |Sanofi-Aventis (Suisse) SA              
76102961|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76103013|BTM Wareneingang                        |Lieferschein    |Gebro Pharma AG                         
76103336|BTM Wareneingang                        |Lieferschein    |Amedis PWS-Puidoux Drac                 
76103352|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76103361|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76103402|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76103411|BTM Wareneingang                        |Lieferschein    |Gebro Pharma AG                         
76103413|BTM Wareneingang                        |Lieferschein    |BGP Products GmbH                       
76103645|BTM Wareneingang                        |Lieferschein    |Amedis PWS-Puidoux Drac                 
76103661|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76103679|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76103681|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76103695|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102699|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102915|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102930|BTM Wareneingang                        |Lieferschein    |Sandoz Pharmaceuticals AG               
76102931|BTM Wareneingang                        |Lieferschein    |GSK Consumer HC Schweiz AG              
76102966|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76102980|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76103381|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda)                        
76103401|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76103652|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76103684|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76104487|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76104504|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76104552|BTM Wareneingang                        |Lieferschein    |Grünenthal Pharma AG                    
76104569|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda Pharmaceutica)          
76104570|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda Pharmaceutica)          
76105036|BTM Wareneingang                        |Lieferschein    |Novartis Pharma Schweiz AG              
76105039|BTM Wareneingang                        |Lieferschein    |Novartis Pharma Schweiz AG              
76105189|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76105220|BTM Wareneingang                        |Lieferschein    |Novartis Pharma Schweiz AG              
76105237|BTM Wareneingang                        |Lieferschein    |Janssen-Cilag AG                        
76105240|BTM Wareneingang                        |Lieferschein    |Grünenthal Pharma AG                    
76105756|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76105790|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76105905|BTM Wareneingang                        |Lieferschein    |Novartis Pharma Schweiz AG              
76105908|BTM Wareneingang                        |Lieferschein    |Novartis Pharma Schweiz AG              
76105991|BTM Wareneingang                        |Lieferschein    |Pfizer PFE Switzerland GmbH             
76106107|BTM Wareneingang                        |Lieferschein    |Gebro Pharma AG                         
76106140|BTM Wareneingang                        |Lieferschein    |Alloga AG (Almirall)                    
76106258|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76106276|BTM Wareneingang                        |Lieferschein    |Vifor Consumer Health SA                
76106289|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76106307|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda)                        
76106325|BTM Wareneingang                        |Lieferschein    |Dr. Heinz Welti AG                      
76106742|BTM Wareneingang                        |Lieferschein    |Alloga AG (Roche RX)                    
76106792|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76103403|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76103653|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76103671|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76103698|BTM Wareneingang                        |Lieferschein    |Spirig HealthCare AG                    
76103705|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76103753|BTM Wareneingang                        |Lieferschein    |Amedis PWS-Puidoux Drac                 
76104166|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76104196|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76104246|BTM Wareneingang                        |Lieferschein    |J&J Consumer Health Care                
76104514|BTM Wareneingang                        |Lieferschein    |Alloga AG (Roche RX)                    
76104516|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76105027|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76105041|BTM Wareneingang                        |Lieferschein    |Novartis Pharma Schweiz AG              
76105068|BTM Wareneingang                        |Lieferschein    |Dr. Heinz Welti AG                      
76105077|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76105257|BTM Wareneingang                        |Lieferschein    |Desitin Pharma GmbH                     
76105259|BTM Wareneingang                        |Lieferschein    |GSK Consumer HC Schweiz AG              
76105736|BTM Wareneingang                        |Lieferschein    |Novartis Pharma Schweiz AG              
76105754|BTM Wareneingang                        |Lieferschein    |Grünenthal Pharma AG                    
76105911|BTM Wareneingang                        |Lieferschein    |Novartis Pharma Schweiz AG              
76105961|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76106118|BTM Wareneingang                        |Lieferschein    |Novartis Pharma Schweiz AG              
76106129|BTM Wareneingang                        |Lieferschein    |Grünenthal Pharma AG                    
76106213|BTM Wareneingang                        |Lieferschein    |Novartis Pharma Schweiz AG              
76106245|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76106254|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76106272|BTM Wareneingang                        |Lieferschein    |Alloga AG (Roche RX)                    
76106322|BTM Wareneingang                        |Lieferschein    |Desitin Pharma GmbH                     
76106336|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76106372|BTM Wareneingang                        |Lieferschein    |Bayer Schweiz AG                        
76106395|BTM Wareneingang                        |Lieferschein    |Alloga AG (Indivior Schweiz)            
76106729|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76106745|BTM Wareneingang                        |Lieferschein    |Bayer Schweiz AG                        
76106790|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76107247|BTM Wareneingang                        |Lieferschein    |Alloga AG (Roche RX)                    
76103373|BTM Wareneingang                        |Lieferschein    |Streuli Pharma AG                       
76103406|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76103658|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76103691|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76103727|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda)                        
76103741|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76104211|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76104212|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76104244|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda)                        
76104493|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76104496|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76104545|BTM Wareneingang                        |Lieferschein    |Novartis Pharma Schweiz AG              
76104546|BTM Wareneingang                        |Lieferschein    |Mundipharma Medical Company             
76104562|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda Pharmaceutica)          
76105028|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76105079|BTM Wareneingang                        |Lieferschein    |Mepha Schweiz AG                        
76105198|BTM Wareneingang                        |Lieferschein    |GSK Consumer HC Schweiz AG              
76105212|BTM Wareneingang                        |Lieferschein    |Salmon Pharma GmbH                      
76105246|BTM Wareneingang                        |Lieferschein    |Alloga AG (Meda Pharmaceutica)          
